,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_lmt,attack_cat,Label,sIPtype,dIPtype
928271,tcp,FIN,0.046005,4862,78556,31,29,7,36,-,835561.4,13501663.0,84,86,255,255,2294060745,144823930,58,913,0,0,30.028362,29.36786,0.549651,0.533012,0.000807,0.000688,0.000119,0,0,0.0,0,0,4,2,3,4,1,1,1,normal,0,ext,ext
875839,tcp,FIN,1.004686,1580,10168,31,29,3,5,http,11537.934,76473.65,12,18,255,255,3215467804,1066913847,132,565,1,0,9527.937,7674.4756,91.30309,59.06718,0.000698,0.000537,0.000161,0,0,1.0,0,0,1,1,3,2,1,1,1,normal,0,ext,ext
549330,udp,CON,0.001594,520,304,31,29,0,0,-,1957340.0,1144291.1,4,4,0,0,0,0,130,76,0,0,0.567101,0.288028,0.408,0.205667,0.0,0.0,0.0,0,0,0.0,0,0,8,5,5,5,1,1,3,normal,0,ext,ext
1451143,tcp,FIN,0.014657,2854,29218,31,29,7,17,-,1523913.5,15615747.0,46,48,255,255,2035723854,2055952149,62,609,0,0,0.0,17.320925,0.333698,0.299915,0.000706,0.000557,0.000149,0,0,0.0,0,0,5,5,4,2,1,1,1,normal,0,ext,ext
1954748,tcp,FIN,0.01688,2958,32648,31,29,7,18,-,1372985.8,15163981.0,48,50,255,255,1206510730,1213394894,62,653,0,0,20.386719,19.49446,0.36037,0.334204,0.000627,0.000501,0.000126,0,0,0.0,0,0,6,3,2,2,1,1,1,normal,0,ext,ext
533685,udp,CON,0.00104,130,162,31,29,0,0,dns,500000.0,623076.94,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0,0,3,1,1,1,1,1,1,normal,0,ext,ext
727258,tcp,FIN,0.598864,13558,548216,31,29,21,197,-,180354.8,7306700.5,236,438,255,255,3116673048,3124413203,57,1252,0,0,124.92043,79.51404,2.546813,1.369151,0.000689,0.000541,0.000148,0,0,0.0,0,0,9,10,3,5,2,1,2,normal,0,ext,ext
364204,tcp,FIN,0.065787,2646,27294,31,29,7,16,-,314104.6,3246963.5,42,46,255,255,1463548140,1512544129,63,593,0,0,0.0,168.38943,1.596488,1.481932,0.000718,0.000579,0.000139,0,0,0.0,0,0,6,5,1,4,1,1,1,normal,0,ext,ext
820672,udp,CON,0.036001,520,304,31,29,0,0,-,86664.26,50665.258,4,4,0,0,0,0,130,76,0,0,9.859662,10.830519,6.978333,7.661333,0.0,0.0,0.0,0,0,0.0,0,0,8,9,4,7,1,1,3,normal,0,ext,ext
439203,udp,CON,0.00476,568,304,31,29,0,0,-,715966.4,383193.28,4,4,0,0,0,0,142,76,0,0,1.776019,1.502368,1.262333,1.068333,0.0,0.0,0.0,0,0,0.0,0,0,14,8,3,8,3,1,3,normal,0,ext,ext
1013447,tcp,FIN,1.034776,1580,10168,31,29,3,5,http,11202.425,74249.89,12,18,255,255,1440835227,3608247691,132,565,1,3924,9532.968,7676.889,94.03773,60.837532,0.000673,0.000533,0.00014,0,0,1.0,0,0,3,3,5,8,2,1,4,normal,0,ext,ext
1520154,tcp,FIN,0.025865,3390,42634,31,29,7,22,-,1029963.25,12959289.0,56,58,255,255,1897690234,1898015768,61,735,0,0,26.59091,25.297825,0.482094,0.442368,0.00077,0.000643,0.000127,0,0,0.0,0,0,5,3,1,2,1,1,1,normal,0,ext,ext
1243676,udp,CON,0.001062,130,162,31,29,0,0,dns,489642.16,610169.44,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.009,0.007,0.0,0.0,0.0,0,0,0.0,0,0,3,4,7,6,2,1,1,normal,0,ext,ext
414930,tcp,FIN,0.005054,3872,2456,31,29,7,7,-,5788682.5,3672338.8,18,18,255,255,1324961859,1328223884,215,136,0,0,13.609541,0.345968,0.278118,0.265412,0.0007,0.000538,0.000162,0,0,0.0,0,0,17,16,18,11,4,4,7,normal,0,ext,ext
1298119,udp,CON,0.001062,146,178,31,29,0,0,dns,549905.8,670433.1,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.009,0.007,0.0,0.0,0.0,0,0,0.0,0,0,2,1,2,6,2,1,1,normal,0,ext,ext
699266,tcp,FIN,0.025053,3598,48874,31,29,7,24,-,1130084.2,15354967.0,60,62,255,255,3733626645,1596894251,60,788,0,0,22.409609,22.018127,0.419085,0.402049,0.000662,0.000523,0.000139,0,0,0.0,0,0,7,4,3,3,1,1,1,normal,0,ext,ext
864728,tcp,FIN,0.046009,2958,32536,31,29,7,18,-,503727.53,5544306.5,48,50,255,255,2973103277,823834540,62,651,0,0,69.461334,67.304,0.971979,0.926,0.000792,0.000623,0.000169,0,0,0.0,0,0,9,4,2,2,1,1,1,normal,0,ext,ext
820200,udp,CON,0.001698,520,304,31,29,0,0,-,1837455.9,1074205.0,4,4,0,0,0,0,130,76,0,0,0.618247,0.290867,0.442667,0.210667,0.0,0.0,0.0,0,0,0.0,0,0,6,4,3,4,1,1,3,normal,0,ext,ext
1274074,tcp,FIN,0.558117,534,268,254,252,2,1,-,6894.612,3210.7964,10,6,255,255,3221042768,1403913150,53,45,0,0,3167.4595,157.69424,58.85511,101.084,0.14054,0.052688,0.087852,0,1,0.0,0,0,6,6,1,1,1,1,6,Fuzzers,1,ext,ext
640924,tcp,FIN,1.007845,1684,10168,31,29,3,5,-,12414.606,76233.94,14,18,255,255,3237910352,1089336992,120,565,1,3924,8774.5625,7682.507,77.425766,59.25635,0.000605,0.000484,0.000121,0,0,1.0,0,0,13,11,2,4,2,1,2,normal,0,ext,ext
1870931,tcp,FIN,0.01286,2558,23320,31,29,7,14,-,1552099.5,14161742.0,40,42,255,255,3003426157,3018070714,64,555,0,0,18.438843,17.557865,0.321872,0.300829,0.000644,0.000517,0.000127,0,0,0.0,0,0,2,6,5,2,1,1,1,normal,0,ext,ext
273954,tcp,FIN,0.002889,320,1936,31,29,1,2,ftp-data,739356.1,4690896.5,6,8,255,255,963928120,3113130471,53,242,0,0,28.347635,0.538111,0.5128,0.334571,0.00066,0.000544,0.000116,0,0,0.0,0,0,6,3,5,8,1,1,4,normal,0,ext,ext
103421,udp,CON,0.001102,146,178,31,29,0,0,dns,529945.56,646098.0,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.011,0.006,0.0,0.0,0.0,0,0,0.0,0,0,2,1,1,1,1,1,1,normal,0,ext,ext
467787,udp,CON,0.001082,130,162,31,29,0,0,dns,480591.5,598890.94,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0,0,2,3,3,5,1,1,2,normal,0,ext,ext
2036966,tcp,FIN,0.025103,3390,44906,31,29,7,22,-,1061227.8,14064295.0,56,58,255,255,1331096692,1340377380,61,774,0,0,25.61466,24.724577,0.467849,0.431351,0.000641,0.000513,0.000128,0,0,0.0,0,0,7,2,2,2,1,1,2,normal,0,ext,ext
435931,tcp,FIN,0.019695,1540,1644,31,29,4,4,-,586544.8,630820.0,16,18,255,255,1022544778,1031794130,96,91,0,0,84.35478,2.146296,1.291867,1.128882,0.000627,0.000503,0.000124,0,0,0.0,0,0,6,8,2,1,1,1,1,normal,0,ext,ext
1118474,tcp,FIN,0.041418,4030,55310,31,29,7,27,-,767009.5,10526244.0,68,68,255,255,266495912,296442996,59,813,0,0,0.0,35.49191,0.613493,0.609836,0.000687,0.000555,0.000132,0,0,0.0,0,0,5,2,6,3,1,1,2,normal,0,ext,ext
460124,tcp,FIN,0.016698,2646,24798,31,29,7,15,-,1237513.5,11622470.0,42,46,255,255,2994641753,2990772942,63,539,0,0,21.247623,20.280798,0.398732,0.357111,0.000776,0.000618,0.000158,0,0,0.0,0,0,9,6,3,2,1,1,1,normal,0,ext,ext
1593370,udp,CON,0.001098,146,178,31,29,0,0,dns,531876.1,648451.75,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.01,0.005,0.0,0.0,0.0,0,0,0.0,0,0,4,4,1,3,1,1,2,normal,0,ext,ext
83699,tcp,FIN,2.226596,21832,814,254,252,11,3,-,75828.75,2744.997,30,16,255,255,3536876619,3075856557,728,51,0,0,6088.954,209.14862,76.750175,144.96947,0.076598,0.05205,0.024548,0,1,0.0,0,0,10,9,3,7,1,1,3,Fuzzers,1,ext,ext
197986,tcp,FIN,0.023549,2934,3742,31,29,11,15,ftp,977706.06,1247781.2,52,54,255,255,1967836311,1968904551,56,69,0,0,32.324455,0.777312,0.455412,0.434623,0.00064,0.000509,0.000131,0,0,0.0,1,1,1,1,4,14,1,1,4,normal,0,ext,ext
1790874,tcp,FIN,0.680723,526,268,254,252,2,1,http,5570.548,2632.495,10,6,255,255,2446435590,2778691220,53,45,1,0,3664.0146,169.44594,71.26478,111.2064,0.18573074,0.098008,0.084693,0,1,1.0,0,0,5,5,1,1,1,1,5,normal,0,ext,ext
1232854,tcp,FIN,0.261582,37228,3380,31,29,18,8,smtp,1116682.4,100924.38,52,42,255,255,877752930,3024099595,716,80,0,0,525.1847,17.97627,5.121647,6.35739,0.001037,0.000926,0.000111,0,0,0.0,0,0,1,2,6,3,1,1,2,normal,0,ext,ext
1508705,tcp,FIN,1.025965,1684,10168,31,29,3,5,http,12195.348,74887.55,14,18,255,255,2980412191,2981415252,120,565,1,3924,8794.097,7699.5815,78.894615,60.321823,0.000616,0.00049,0.000126,0,0,1.0,0,0,1,1,4,4,1,1,2,normal,0,ext,ext
523932,tcp,FIN,0.366832,5000,3080,31,29,7,7,-,105159.86,64945.26,28,30,255,255,803179103,806440185,179,103,0,0,819.19867,21.406836,13.573481,12.631,0.000684,0.00053,0.000154,0,0,0.0,0,0,6,2,4,4,1,1,1,normal,0,ext,ext
1994575,tcp,FIN,0.004244,8928,424,31,29,4,1,ftp-data,15628652.0,699340.2,14,8,255,255,2495546115,2501828407,638,53,0,0,19.152567,1.232095,0.326462,0.506,0.000629,0.000499,0.00013,0,0,0.0,0,0,3,3,6,5,1,1,4,normal,0,ext,ext
1745804,udp,CON,0.001052,130,162,31,29,0,0,dns,494296.6,615969.6,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.009,0.007,0.0,0.0,0.0,0,0,0.0,0,0,3,3,1,3,2,1,1,normal,0,ext,ext
123443,tcp,FIN,0.060947,4238,65288,31,29,7,30,-,548673.44,8454034.0,72,74,255,255,148540108,2298439316,59,882,0,0,52.689438,52.91287,0.853239,0.826575,0.000748,0.000596,0.000152,0,0,0.0,0,0,5,11,2,2,1,1,1,normal,0,ext,ext
1634038,tcp,FIN,0.238489,8928,320,31,29,4,1,ftp-data,278117.66,8956.388,14,6,255,255,2458981021,1185912145,638,53,0,0,1545.752,64.937706,18.345308,47.5652,0.000601,0.000477,0.000124,0,0,0.0,0,0,3,3,3,11,1,1,4,normal,0,ext,ext
4563,tcp,RST,0.047482,258,86,254,60,1,1,-,36224.254,7244.851,6,2,255,255,4078979683,2547170886,43,43,0,0,553.0496,0.0,9.4964,0.011,0.037927,0.020524,0.017403,0,0,0.0,0,0,30,29,3,3,3,1,3,normal,0,ext,ext
151086,udp,INT,3e-06,264,0,60,0,0,0,dns,211200000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0,0,0.0,0,0,6,6,3,3,3,3,3,normal,0,ext,ext
1988204,tcp,FIN,0.170163,5174,85520,31,29,7,39,-,240569.33,3976939.8,90,92,255,255,1952266719,4190796986,57,930,0,0,99.125435,97.61577,1.930159,1.885245,0.000604,0.000488,0.000116,0,0,0.0,0,0,8,2,2,4,1,1,1,normal,0,ext,ext
129976,tcp,FIN,0.50049,424,8824,31,29,1,4,-,5930.1885,129297.29,8,12,255,255,3100142059,4203496142,53,735,0,0,4278.93,3403.6423,71.45272,45.45209,0.000643,0.000513,0.00013,0,0,0.0,0,0,12,9,3,4,1,1,1,normal,0,ext,ext
644570,tcp,FIN,0.036879,4550,72242,31,29,7,33,-,974429.94,15475257.0,78,80,255,255,3319529443,3324032158,58,903,0,0,25.58234,25.07321,0.47474,0.459114,0.000723,0.000599,0.000124,0,0,0.0,0,0,11,12,1,2,1,1,1,normal,0,ext,ext
222383,tcp,FIN,0.592861,3728,5474,31,29,7,7,ssh,48739.926,70788.94,32,24,255,255,2172318499,2172632188,117,228,0,0,1204.212,35.926975,19.12455,25.746088,0.00069,0.000564,0.000126,0,0,0.0,0,0,2,2,4,10,1,1,1,normal,0,ext,ext
1199359,udp,CON,0.001075,146,178,31,29,0,0,dns,543255.8,662325.56,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.009,0.007,0.0,0.0,0.0,0,0,0.0,0,0,3,4,4,2,1,1,2,normal,0,ext,ext
1248696,tcp,FIN,0.074997,3718,44302,31,29,7,24,-,390308.94,4647012.5,62,60,255,255,3665436920,1516087841,60,738,0,0,0.0,76.79472,1.244717,1.262932,0.000584,0.00048,0.000104,0,0,0.0,0,0,4,9,13,4,1,1,4,normal,0,ext,ext
986075,udp,CON,0.000961,130,162,31,29,0,0,dns,541103.0,674297.6,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.007,0.005,0.0,0.0,0.0,0,0,0.0,0,0,3,5,1,2,1,1,1,normal,0,ext,ext
1558694,tcp,FIN,0.0356,3926,56526,31,29,7,27,-,868988.8,12515731.0,66,68,255,255,2807821546,2812324831,59,831,0,0,34.37914,33.55051,0.551312,0.522672,0.000688,0.000572,0.000116,0,0,0.0,0,0,6,7,1,2,1,1,1,normal,0,ext,ext
2035791,tcp,FIN,0.004753,3992,2456,31,29,7,7,-,6347149.0,3904902.0,18,18,255,255,4093770822,4101273205,222,136,0,0,12.954759,0.322285,0.261529,0.247353,0.000672,0.000545,0.000127,0,0,0.0,0,0,10,8,7,5,1,1,4,normal,0,ext,ext
1576494,tcp,FIN,0.022072,2662,23044,31,29,7,14,-,942007.94,8143530.0,42,40,255,255,2327810566,198232270,63,576,0,0,37.75145,1.059703,0.528415,0.550718,0.000753,0.00059,0.000163,0,0,0.0,0,0,9,2,3,6,1,1,2,normal,0,ext,ext
1829507,tcp,FIN,0.00569,2048,2410,31,29,6,7,-,2759929.8,3259051.0,24,26,255,255,1440640976,1440954169,85,93,0,0,13.689223,12.403231,0.224783,0.204,0.000696,0.000581,0.000115,0,0,0.0,0,0,8,2,3,4,1,1,2,normal,0,ext,ext
1903270,tcp,FIN,0.314628,4072,2872,31,29,7,7,-,99571.555,70228.97,26,26,255,255,1331797758,3484730807,157,110,0,0,753.70575,20.172262,12.57284,12.5636,0.000663,0.000536,0.000127,0,0,0.0,0,0,6,6,3,4,1,1,3,normal,0,ext,ext
1139001,udp,CON,0.004316,568,304,31,29,0,0,-,789620.06,422613.56,4,4,0,0,0,0,142,76,0,0,1.643318,1.360945,1.169,0.966333,0.0,0.0,0.0,0,0,0.0,0,0,6,7,9,4,1,1,5,normal,0,ext,ext
133536,udp,CON,0.001175,146,178,31,29,0,0,-,497021.28,605957.44,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.012,0.011,0.0,0.0,0.0,0,0,0.0,0,0,8,10,1,1,1,1,1,normal,0,ext,ext
633849,tcp,FIN,0.386422,4608,3080,31,29,7,7,-,92003.04,61652.805,28,30,255,255,956828112,3350523252,165,103,0,0,774.6067,19.437729,14.299852,13.307827,0.000586,0.000488,9.8e-05,0,0,0.0,0,0,16,16,6,2,1,1,1,normal,0,ext,ext
394535,tcp,FIN,0.037707,2646,22432,31,29,7,14,-,548014.94,4645927.5,42,42,255,255,777440602,2966933490,63,534,0,0,65.732315,1.779699,0.9333,0.904951,0.000729,0.000594,0.000135,0,0,0.0,0,0,7,7,7,5,1,1,2,normal,0,ext,ext
1557436,udp,CON,0.064159,512,304,31,29,0,0,-,47881.047,28429.371,4,4,0,0,0,0,128,76,0,0,23.08468,24.056952,16.329332,17.015333,0.0,0.0,0.0,0,0,0.0,0,0,6,7,2,2,1,1,4,normal,0,ext,ext
68260,tcp,FIN,0.018355,1540,1644,31,29,4,4,-,629365.25,676872.75,16,18,255,255,758606130,763342934,96,91,0,0,72.29178,2.149378,1.2022,1.050647,0.000635,0.000489,0.000146,0,0,0.0,0,0,9,11,9,8,6,1,6,normal,0,ext,ext
702964,tcp,FIN,0.005137,4584,2456,31,29,7,7,-,6743235.5,3613003.8,18,18,255,255,266445722,269784481,255,136,0,0,13.79837,0.343673,0.281647,0.269059,0.000693,0.000559,0.000134,0,0,0.0,0,0,10,10,4,7,1,1,3,normal,0,ext,ext
1404420,tcp,FIN,0.038338,4862,77300,31,29,7,36,-,1002660.5,15942824.0,84,86,255,255,1847096049,1862947083,58,899,0,0,24.642761,24.251732,0.457518,0.444553,0.000686,0.000548,0.000138,0,0,0.0,0,0,7,6,5,2,1,1,3,normal,0,ext,ext
198256,udp,CON,0.001148,146,178,31,29,0,0,dns,508710.78,620209.06,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.011,0.009,0.0,0.0,0.0,0,0,0.0,0,0,3,3,4,7,1,1,1,normal,0,ext,ext
312000,tcp,FIN,0.024018,2934,3740,31,29,11,15,ftp,958614.3,1222749.6,52,54,255,255,2766912828,618318302,56,69,0,0,32.491642,0.778833,0.464804,0.443038,0.000676,0.000533,0.000143,0,0,0.0,1,1,1,1,6,5,1,1,4,normal,0,ext,ext
1641541,tcp,FIN,1.009822,1684,10168,31,29,3,5,http,12390.303,76084.695,14,18,255,255,2989252471,840647051,120,565,1,81,8766.443,7675.8506,77.65285,59.373646,0.000704,0.000467,0.000237,0,0,1.0,0,0,2,2,4,7,2,2,3,normal,0,ext,ext
1269028,udp,INT,6e-06,114,0,254,0,0,0,dns,76000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0,2,0.0,0,0,33,33,25,25,25,25,33,Generic,1,ext,ext
1974423,tcp,FIN,0.030903,3926,54462,31,29,7,27,-,1001067.9,13891726.0,66,68,255,255,120104826,120406859,59,801,0,0,29.167204,28.407291,0.478,0.452627,0.000693,0.000569,0.000124,0,0,0.0,0,0,4,3,2,4,1,1,2,normal,0,ext,ext
159518,tcp,FIN,1.100769,1580,10168,31,29,3,5,-,10530.819,69798.48,12,18,255,255,2679894795,2676725286,132,565,0,0,9576.66,7710.7866,100.0379,64.72088,0.000621,0.00051,0.000111,0,0,0.0,0,0,8,14,4,1,1,1,1,normal,0,ext,ext
1711392,tcp,FIN,0.021044,2934,3740,31,29,11,15,ftp,1094088.6,1395552.2,52,54,255,255,634287301,635232256,56,69,0,0,28.897106,0.682166,0.423245,0.386906,0.000674,0.000534,0.00014,0,0,0.0,1,1,1,1,4,8,1,1,5,normal,0,ext,ext
531866,tcp,FIN,0.020833,2934,3742,31,29,11,15,ftp,1105169.6,1410454.5,52,54,255,255,4165233717,4166386310,56,69,0,0,27.190006,0.638068,0.402294,0.382755,0.000673,0.000542,0.000131,0,0,0.0,1,1,1,1,9,10,1,1,5,normal,0,ext,ext
179085,tcp,FIN,0.067304,3926,57878,31,29,7,27,-,459645.78,6775466.5,66,66,255,255,964173118,3146432473,59,877,0,0,68.009514,69.203674,1.029754,1.027831,0.000915,0.00049,0.000425,0,0,0.0,0,0,8,13,7,2,1,1,1,normal,0,ext,ext
283278,tcp,FIN,3.740552,2934,3738,31,29,11,15,ftp,6155.241,7846.97,52,54,255,255,813501864,907047034,56,69,0,0,5733.762,172.13683,73.33781,70.566185,0.00068,0.000539,0.000141,0,0,0.0,1,1,3,1,4,4,2,1,2,normal,0,ext,ext
664303,tcp,FIN,0.324973,8712,208,31,29,1,0,-,193025.28,3840.319,10,4,255,255,3723015929,2458199596,871,52,0,0,101.07348,151.93698,36.10811,107.43867,0.0,0.0,0.0,0,0,0.0,0,0,3,6,4,2,1,1,2,normal,0,ext,ext
1660974,tcp,FIN,1.016991,1684,10168,31,29,3,5,http,12302.96,75548.36,14,18,255,255,3583035212,1438614967,120,565,1,3924,8771.162,7684.032,78.20354,59.79235,0.000634,0.000518,0.000116,0,0,1.0,0,0,2,1,6,6,2,1,2,normal,0,ext,ext
1812542,udp,CON,0.037155,544,304,31,29,0,0,-,87848.2,49091.645,4,4,0,0,0,0,136,76,0,0,9.904209,11.298388,7.010333,7.993667,0.0,0.0,0.0,0,0,0.0,0,0,4,11,6,2,1,1,4,normal,0,ext,ext
997711,tcp,FIN,0.006034,1920,4312,31,29,6,6,-,2430228.8,5479615.5,22,24,255,255,3185530430,1040474061,87,180,0,0,16.799704,13.764616,0.269667,0.235,0.000755,0.000618,0.000137,0,0,0.0,0,0,4,2,5,3,1,1,1,normal,0,ext,ext
1890418,tcp,FIN,1.561037,46900,2424,254,252,23,8,smtp,235735.61,11904.907,52,24,255,255,375185702,1668417790,902,101,0,0,2375.8213,85.85744,30.608568,65.99422,0.068931,0.042503,0.026428,0,1,0.0,0,0,1,1,1,1,1,1,1,Exploits,1,ext,ext
1328176,tcp,FIN,0.154248,1920,4416,31,29,6,6,-,95067.69,220268.66,22,26,255,255,562631479,2712516456,87,170,0,0,481.0382,443.28333,7.328714,6.14664,0.000709,0.000575,0.000134,0,0,0.0,0,0,5,2,2,1,1,1,1,normal,0,ext,ext
1023992,tcp,FIN,1.919174,1540,1644,31,29,4,4,-,6019.2563,6473.6187,16,18,255,255,2032005190,1029839067,96,91,0,0,9916.21,227.55344,136.93422,111.615,0.13506,0.098008,0.001727,0,0,0.0,0,0,12,5,3,9,8,1,2,normal,0,ext,ext
1004965,tcp,FIN,0.388524,2934,3740,31,29,11,15,ftp,59260.176,75588.64,52,54,255,255,3903552718,1755067540,56,69,0,0,975.0844,37.627575,7.611784,7.321094,0.000623,0.000501,0.000122,0,0,0.0,1,1,1,1,1,2,1,1,1,normal,0,ext,ext
698328,udp,CON,0.001071,132,164,31,29,0,0,dns,492997.2,612511.7,2,2,0,0,0,0,66,82,0,0,0.0,0.0,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0,0,2,3,4,6,1,1,2,normal,0,ext,ext
892670,tcp,FIN,0.042046,3926,57624,31,29,7,27,-,735765.6,10802835.0,66,68,255,255,3098992995,963410421,59,847,0,0,36.52713,36.291332,0.642046,0.61991,0.000861,0.000509,0.000352,0,0,0.0,0,0,7,5,1,1,1,1,1,normal,0,ext,ext
660228,tcp,FIN,0.022821,3390,44722,31,29,7,22,-,1167345.9,15407213.0,56,58,255,255,1330064271,1330380281,61,771,0,0,22.225193,21.698519,0.409182,0.390193,0.000729,0.000569,0.00016,0,0,0.0,0,0,11,6,3,2,1,1,1,normal,0,ext,ext
2044074,tcp,FIN,0.555352,4848,3080,31,29,7,7,-,67344.68,42898.92,28,30,255,255,1024922746,1252251632,173,103,0,0,1176.8024,30.355911,20.557112,19.129688,0.000728,0.000588,0.00014,0,0,0.0,0,0,10,6,5,3,1,1,3,normal,0,ext,ext
447775,tcp,FIN,1.160672,18370,1087890,31,29,2,370,http,126251.01,7488297.0,344,746,255,255,152512894,2298968593,53,1458,1,524288,198.58958,119.22986,3.382883,1.557199,0.000731,0.000554,0.000177,0,0,1.0,0,0,3,2,1,5,2,1,1,normal,0,ext,ext
1244598,tcp,FIN,0.222802,2934,3742,31,29,11,15,ftp,103338.39,131883.92,52,54,255,255,1537527035,1538524276,56,69,0,0,785.3186,24.232697,4.358882,4.194151,0.000621,0.00051,0.000111,0,0,0.0,1,1,1,2,6,6,1,1,5,normal,0,ext,ext
219259,arp,INT,0.0,46,0,0,0,0,0,-,0.0,0.0,1,0,0,0,0,0,46,0,0,0,15.492022,0.0,206.36581,0.0,0.0,0.0,0.0,1,2,0.0,0,0,2,2,2,2,2,2,2,normal,0,int-10,int-10
1589253,tcp,FIN,0.015012,2766,28048,31,29,7,16,-,1440980.6,14622436.0,44,46,255,255,3065255465,915989437,63,610,0,0,20.09667,19.061535,0.346262,0.319489,0.000794,0.000626,0.000168,0,0,0.0,0,0,7,7,4,4,1,1,1,normal,0,ext,ext
1295747,tcp,FIN,0.249735,3728,5474,31,29,7,7,ssh,115706.65,168050.14,32,24,255,255,3533809653,3534140904,117,228,0,0,536.1865,16.496834,8.055968,10.824956,0.000777,0.00063,0.000147,0,0,0.0,0,0,1,1,3,3,1,1,2,normal,0,ext,ext
955771,tcp,FIN,0.049954,4238,61150,31,29,7,30,-,669415.9,9660728.0,72,74,255,255,537200226,546951333,59,826,0,0,0.0,44.432716,0.699352,0.677644,0.000622,0.000482,0.00014,0,0,0.0,0,0,6,5,2,4,1,1,1,normal,0,ext,ext
1830091,tcp,FIN,0.111971,3926,55486,31,29,7,27,-,276285.8,3906083.0,66,68,255,255,3961128522,1836427814,59,816,0,0,0.0,88.48322,1.717846,1.66309,0.000658,0.000541,0.000117,0,0,0.0,0,0,3,3,2,2,1,1,1,normal,0,ext,ext
845252,tcp,FIN,1.135894,1684,10168,31,29,3,5,http,11015.113,67640.12,14,18,255,255,3462275027,3467479039,120,565,1,3924,8834.724,7735.516,87.34792,66.784,0.000724,0.000561,0.000163,0,0,1.0,0,0,2,3,2,1,1,1,1,normal,0,ext,ext
1052280,tcp,FIN,0.513501,1612,354,254,252,2,1,-,22605.604,4829.5913,10,8,255,255,1457077227,2594046581,161,44,0,0,3611.7554,114.537735,54.508556,66.70357,0.094377,0.046567,0.04781,0,1,0.0,0,0,10,10,2,2,2,1,10,Fuzzers,1,ext,ext
88933,tcp,FIN,0.031367,7816,15436,31,29,30,32,-,1977109.8,3905760.8,122,126,255,255,3042619456,898267481,64,123,0,0,15.981101,14.208057,0.256504,0.246552,0.000685,0.000543,0.000142,0,0,0.0,0,0,2,5,7,2,1,1,1,normal,0,ext,ext
1041589,udp,CON,0.001723,544,304,31,29,0,0,-,1894370.4,1058618.8,4,4,0,0,0,0,136,76,0,0,0.629325,0.299585,0.45,0.216333,0.0,0.0,0.0,0,0,0.0,0,0,11,11,5,4,1,1,5,normal,0,ext,ext
232274,udp,CON,0.00115,146,178,31,29,0,0,dns,507826.06,619130.44,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.012,0.009,0.0,0.0,0.0,0,0,0.0,0,0,1,4,2,1,1,1,1,normal,0,ext,ext
151724,tcp,FIN,0.803972,7806,16008,31,29,30,32,-,77047.46,158025.4,122,126,255,255,603842472,2754421779,64,127,0,0,454.5767,448.94635,6.695458,6.427808,0.000624,0.000491,0.000133,0,0,0.0,0,0,12,3,1,3,1,1,1,normal,0,ext,ext
532530,tcp,FIN,0.013982,2750,27344,31,29,7,16,-,1537977.4,15305393.0,44,46,255,255,4157875872,4158195787,63,594,0,0,18.120272,17.169458,0.316256,0.297178,0.000769,0.000608,0.000161,0,0,0.0,0,0,8,3,3,7,1,1,1,normal,0,ext,ext
1817675,tcp,FIN,0.015262,2438,19186,31,29,7,13,-,1244397.9,9805792.0,38,40,255,255,1581133512,3742775602,64,480,0,0,26.44131,24.630222,0.404162,0.388158,0.000627,0.000509,0.000118,0,0,0.0,0,0,1,11,6,1,1,1,2,normal,0,ext,ext
1312306,udp,INT,2e-06,114,0,254,0,0,0,dns,211200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0,2,0.0,0,0,13,13,7,9,7,7,13,Generic,1,ext,ext
